paper_id,title,authors,year,venue,doi,url,pdf_url,source,query_used,relevance_score,screening_status,tags,research_problem,method,system_or_intervention,dataset_or_study,participants,task_context,evaluation_metrics,main_findings,limitations,relevance_to_topic,covered_dimensions,missing_dimensions,evidence_status,manual_verification_needed

